Date,Price
2024-04-10,165.05
2024-04-12,163.5
2024-04-15,160.85
2024-04-16,160.05
2024-04-18,160.05
2024-04-19,162.1
2024-04-22,161.85
2024-04-23,161.15
2024-04-24,165.55
2024-04-25,167.7
2024-04-26,165.8
2024-04-29,167.4
2024-04-30,165.0
2024-05-02,167.35
2024-05-03,166.5
2024-05-06,167.45
2024-05-07,164.25
2024-05-08,166.05
2024-05-09,161.9
2024-05-10,162.4
