Date,Price
2019-02-20,49.12
2019-02-21,49.88
2019-02-22,50.23
2019-02-25,50.51
2019-02-26,50.36
2019-02-27,50.71
2019-02-28,50.05
2019-03-01,50.76
2019-03-05,52.17
2019-03-06,52.09
2019-03-07,52.12
2019-03-08,50.78
2019-03-11,52.06
2019-03-12,52.52
2019-03-13,51.38
2019-03-14,51.77
2019-03-15,51.55
2019-03-18,52.52
2019-03-19,52.75
2019-03-20,51.36
2019-03-22,51.84
2019-03-25,51.52
2019-03-26,51.94
2019-03-27,51.58
2019-03-28,50.63
2019-03-29,52.1
2019-04-01,53.52
2019-04-02,53.06
2019-04-03,53.55
2019-04-04,53.06
2019-04-05,54.93
2019-04-08,54.91
2019-04-09,55.3
2019-04-10,54.44
2019-04-11,53.57
2019-04-12,53.37
2019-04-15,55.31
2019-04-16,55.33
2019-04-18,54.31
2019-04-22,53.42
2019-04-23,52.34
2019-04-24,52.52
2019-04-25,51.08
2019-04-26,54.52
2019-04-30,55.72
2019-05-02,55.49
2019-05-03,54.78
2019-05-06,53.59
2019-05-07,53.06
2019-05-08,52.27
2019-05-09,51.91
2019-05-10,48.68
2019-05-13,47.23
2019-05-14,46.95
2019-05-15,46.3
2019-05-16,46.92
2019-05-17,46.95
2019-05-20,48.38
2019-05-21,47.26
2019-05-22,47.3
2019-05-23,46.47
2019-05-24,48.41
2019-05-27,51.26
2019-05-28,50.7
2019-05-29,49.33
2019-05-30,48.8
2019-05-31,48.83
2019-06-03,49.77
2019-06-04,49.77
2019-06-06,48.46
2019-06-07,48.21
2019-06-10,48.6
2019-06-11,49.25
2019-06-12,50.59
2019-06-13,50.26
2019-06-14,50.18
2019-06-17,47.31
2019-06-18,47.23
2019-06-19,49.41
2019-06-20,50.1
2019-06-21,49.77
2019-06-24,48.62
2019-06-25,49.8
2019-06-26,51.06
2019-06-27,51.07
2019-06-28,50.44
2019-07-01,50.7
2019-07-02,50.88
2019-07-03,51.03
2019-07-04,49.53
2019-07-05,47.84
2019-07-08,46.8
2019-07-09,46.84
2019-07-10,45.48
2019-07-11,46.2
2019-07-12,47.29
2019-07-15,46.83
2019-07-16,47.67
2019-07-17,47.57
2019-07-18,46.66
2019-07-19,45.8
2019-07-22,46.55
2019-07-23,45.98
2019-07-24,44.6
2019-07-25,44.03
2019-07-26,44.55
2019-07-29,43.34
2019-07-30,41.51
2019-07-31,43.2
2019-08-01,42.0
2019-08-02,40.91
2019-08-05,39.92
2019-08-06,40.16
2019-08-07,38.19
2019-08-08,36.74
2019-08-09,36.23
2019-08-13,34.87
2019-08-14,36.47
2019-08-16,36.3
2019-08-19,35.95
2019-08-20,35.83
2019-08-21,34.3
2019-08-22,33.37
2019-08-23,34.52
2019-08-26,33.8
2019-08-27,35.09
2019-08-28,33.7
2019-08-29,33.55
2019-08-30,34.49
2019-09-03,33.14
2019-09-04,33.92
2019-09-05,34.52
2019-09-06,35.54
2019-09-09,35.38
2019-09-11,36.7
2019-09-12,36.51
2019-09-13,36.73
2019-09-16,36.11
2019-09-17,34.49
2019-09-18,35.83
2019-09-19,34.47
2019-09-20,36.85
2019-09-23,37.73
2019-09-24,37.08
2019-09-25,36.2
2019-09-26,37.58
2019-09-27,35.97
2019-09-30,36.05
2019-10-01,35.16
2019-10-03,33.96
2019-10-04,33.31
2019-10-07,32.48
2019-10-09,33.65
2019-10-10,32.99
2019-10-11,33.9
2019-10-14,34.48
2019-10-15,34.92
2019-10-16,34.74
2019-10-17,35.61
2019-10-18,35.96
2019-10-22,35.45
2019-10-23,35.62
2019-10-24,35.99
2019-10-25,36.23
2019-10-27,36.5
2019-10-29,39.02
2019-10-30,38.8
2019-10-31,38.05
2019-11-01,39.95
2019-11-04,40.91
2019-11-05,40.4
2019-11-06,40.45
2019-11-07,40.31
2019-11-08,39.8
2019-11-11,40.15
2019-11-13,39.79
2019-11-14,39.2
2019-11-15,39.45
2019-11-18,41.01
2019-11-19,40.17
2019-11-20,39.87
2019-11-21,38.51
2019-11-22,40.0
2019-11-25,41.95
2019-11-26,42.41
2019-11-27,42.13
2019-11-28,43.21
2019-11-29,42.75
2019-12-02,42.09
2019-12-03,39.97
2019-12-04,40.93
2019-12-05,39.98
2019-12-06,40.33
2019-12-09,40.67
2019-12-10,40.2
2019-12-11,40.55
2019-12-12,41.87
2019-12-13,42.84
2019-12-16,42.1
2019-12-17,43.94
2019-12-18,44.48
2019-12-19,44.67
2019-12-20,46.1
2019-12-23,46.22
2019-12-24,46.3
2019-12-26,46.79
2019-12-27,46.95
2019-12-30,47.48
2019-12-31,47.2
2020-01-01,46.77
2020-01-02,48.48
2020-01-03,48.37
2020-01-06,47.33
2020-01-07,47.61
2020-01-08,47.52
2020-01-09,48.31
2020-01-10,48.62
2020-01-13,49.58
2020-01-14,49.86
2020-01-15,50.21
2020-01-16,49.44
2020-01-17,49.52
2020-01-20,49.06
2020-01-21,47.62
2020-01-22,47.51
2020-01-23,48.02
2020-01-24,48.34
2020-01-27,46.24
2020-01-28,44.62
2020-01-29,45.22
2020-01-30,44.85
2020-01-31,43.87
2020-02-01,42.38
2020-02-03,43.6
2020-02-04,45.19
2020-02-05,47.51
2020-02-06,47.76
2020-02-07,47.1
2020-02-10,44.38
2020-02-11,44.41
2020-02-12,44.8
2020-02-13,44.12
2020-02-14,43.45
2020-02-17,43.69
2020-02-18,43.14
2020-02-19,43.32
2020-02-20,44.35
2020-02-24,41.55
2020-02-25,42.13
2020-02-26,41.63
2020-02-27,41.28
2020-02-28,38.17
2020-03-02,36.41
2020-03-03,38.76
2020-03-04,37.72
2020-03-05,37.58
2020-03-06,35.15
2020-03-09,32.23
2020-03-11,29.98
2020-03-12,28.75
2020-03-13,32.67
2020-03-16,28.96
2020-03-17,28.27
2020-03-18,28.09
2020-03-19,27.18
2020-03-20,29.77
2020-03-23,27.11
2020-03-24,27.19
2020-03-25,28.68
2020-03-26,28.45
2020-03-27,27.73
2020-03-30,25.41
2020-03-31,26.96
2020-04-01,26.64
2020-04-03,25.38
2020-04-07,27.62
2020-04-08,27.48
2020-04-09,28.48
2020-04-13,28.25
2020-04-15,28.52
2020-04-16,28.89
2020-04-17,29.34
2020-04-20,28.64
2020-04-21,26.59
2020-04-22,26.84
2020-04-23,27.03
2020-04-24,26.75
2020-04-27,27.16
2020-04-28,27.36
2020-04-29,28.27
2020-04-30,29.83
2020-05-04,27.36
2020-05-05,27.27
2020-05-06,27.77
2020-05-07,27.59
2020-05-08,27.29
2020-05-11,27.62
2020-05-12,27.39
2020-05-13,27.66
2020-05-14,26.86
2020-05-15,27.34
2020-05-18,26.66
2020-05-19,27.2
2020-05-20,28.32
2020-05-21,28.37
2020-05-22,27.45
2020-05-26,28.05
2020-05-27,28.8
2020-05-28,29.55
2020-05-29,29.52
2020-06-01,31.52
2020-06-02,31.94
2020-06-03,31.74
2020-06-04,32.0
2020-06-05,33.9
2020-06-08,33.36
2020-06-09,33.22
2020-06-10,32.4
2020-06-11,31.32
2020-06-12,31.76
2020-06-15,30.62
2020-06-16,30.89
2020-06-17,30.82
2020-06-18,31.81
2020-06-19,32.05
2020-06-22,32.57
2020-06-23,33.2
2020-06-24,32.6
2020-06-25,32.31
2020-06-26,32.38
2020-06-29,32.09
2020-06-30,32.67
2020-07-01,32.37
2020-07-02,33.49
2020-07-03,32.99
2020-07-06,33.89
2020-07-07,33.03
2020-07-08,33.42
2020-07-09,34.45
2020-07-10,33.87
2020-07-13,34.21
2020-07-14,33.67
2020-07-15,33.93
2020-07-16,34.17
2020-07-17,35.1
2020-07-20,35.24
2020-07-21,35.92
2020-07-22,35.01
2020-07-23,35.19
2020-07-24,34.61
2020-07-27,35.28
2020-07-28,35.85
2020-07-29,37.38
2020-07-30,36.66
2020-07-31,36.63
2020-08-03,37.35
2020-08-04,37.22
2020-08-05,39.58
2020-08-06,40.04
2020-08-07,40.4
2020-08-10,41.02
2020-08-11,41.65
2020-08-12,41.45
2020-08-13,41.31
2020-08-14,41.85
2020-08-17,42.51
2020-08-18,43.45
2020-08-19,43.17
2020-08-20,43.26
2020-08-21,42.88
2020-08-24,42.95
2020-08-25,42.4
2020-08-26,42.5
2020-08-27,42.69
2020-08-28,42.42
2020-08-31,41.3
2020-09-01,42.87
2020-09-02,43.87
2020-09-03,43.81
2020-09-04,42.13
2020-09-07,42.25
2020-09-08,40.51
2020-09-09,41.74
2020-09-10,40.8
2020-09-11,40.75
2020-09-14,40.47
2020-09-15,40.53
2020-09-16,40.46
2020-09-17,39.87
2020-09-18,39.55
2020-09-21,37.34
2020-09-22,37.42
2020-09-23,36.13
2020-09-24,34.39
2020-09-25,35.21
2020-09-28,36.1
2020-09-29,37.01
2020-09-30,35.97
2020-10-01,36.49
2020-10-05,38.23
2020-10-06,37.74
2020-10-07,37.11
2020-10-08,37.37
2020-10-09,36.95
2020-10-12,37.11
2020-10-13,36.83
2020-10-14,37.56
2020-10-15,37.39
2020-10-16,39.38
2020-10-19,39.55
2020-10-20,39.24
2020-10-21,40.4
2020-10-22,40.97
2020-10-23,42.35
2020-10-26,40.84
2020-10-27,41.1
2020-10-28,40.23
2020-10-29,40.14
2020-10-30,41.06
2020-11-02,40.28
2020-11-03,40.69
2020-11-04,40.39
2020-11-05,42.55
2020-11-06,42.65
2020-11-09,43.83
2020-11-10,44.19
2020-11-11,47.4
2020-11-12,47.31
2020-11-13,48.65
2020-11-14,49.22
2020-11-17,52.27
2020-11-18,51.72
2020-11-19,52.36
2020-11-20,53.29
2020-11-23,54.31
2020-11-24,54.83
2020-11-25,54.13
2020-11-26,56.84
2020-11-27,57.74
2020-12-01,58.58
2020-12-02,60.44
2020-12-03,62.09
2020-12-04,62.27
2020-12-07,61.46
2020-12-08,61.35
2020-12-09,60.94
2020-12-10,61.01
2020-12-11,62.17
2020-12-14,62.67
2020-12-15,63.53
2020-12-16,64.34
2020-12-17,63.53
2020-12-18,63.13
2020-12-21,59.58
2020-12-22,60.13
2020-12-23,62.14
2020-12-24,62.23
2020-12-28,63.26
2020-12-29,63.22
2020-12-30,64.04
2020-12-31,64.36
2021-01-01,64.31
2021-01-04,69.3
2021-01-05,68.06
2021-01-06,68.38
2021-01-07,72.28
2021-01-08,71.32
2021-01-11,69.57
2021-01-12,69.49
2021-01-13,70.92
2021-01-14,70.64
2021-01-15,70.59
2021-01-18,66.67
2021-01-19,68.11
2021-01-20,69.01
2021-01-21,66.67
2021-01-22,64.7
2021-01-25,65.19
2021-01-27,62.6
2021-01-28,62.37
2021-01-29,60.1
2021-02-01,63.61
2021-02-02,64.17
2021-02-03,65.32
2021-02-04,65.6
2021-02-05,68.5
2021-02-08,70.29
2021-02-09,69.92
2021-02-10,69.03
2021-02-11,69.47
2021-02-12,68.05
2021-02-15,67.21
2021-02-16,69.92
2021-02-17,69.68
2021-02-18,69.78
2021-02-19,67.07
2021-02-22,68.46
2021-02-23,72.93
2021-02-24,72.77
2021-02-25,74.29
2021-02-26,71.51
2021-03-01,73.04
2021-03-02,73.55
2021-03-03,77.71
2021-03-04,75.79
2021-03-05,73.33
2021-03-08,73.72
2021-03-09,70.68
2021-03-10,72.45
2021-03-12,72.0
2021-03-15,73.64
2021-03-16,72.4
2021-03-17,70.44
2021-03-18,70.49
2021-03-19,73.3
2021-03-22,74.35
2021-03-23,74.11
2021-03-24,70.28
2021-03-25,72.32
2021-03-26,76.68
2021-03-30,80.0
2021-03-31,81.18
2021-04-01,86.31
2021-04-05,86.78
2021-04-06,86.29
2021-04-07,87.49
2021-04-08,91.84
2021-04-09,89.95
2021-04-12,85.15
2021-04-13,87.9
2021-04-15,89.82
2021-04-16,89.03
2021-04-19,88.81
2021-04-20,89.4
2021-04-22,92.14
2021-04-23,92.56
2021-04-26,94.07
2021-04-27,97.78
2021-04-28,97.14
2021-04-29,103.14
2021-04-30,103.4
2021-05-03,106.47
2021-05-04,106.39
2021-05-05,107.01
2021-05-06,110.09
2021-05-07,118.24
2021-05-10,121.64
2021-05-11,123.39
2021-05-12,117.92
2021-05-14,113.21
2021-05-17,115.08
2021-05-18,118.0
2021-05-19,116.43
2021-05-20,110.5
2021-05-21,111.31
2021-05-24,109.2
2021-05-25,110.52
2021-05-26,108.21
2021-05-27,109.67
2021-05-28,110.35
2021-05-31,112.57
2021-06-01,110.09
2021-06-02,112.4
2021-06-03,112.2
2021-06-04,112.07
2021-06-07,112.87
2021-06-08,111.11
2021-06-09,110.1
2021-06-10,111.44
2021-06-11,115.83
2021-06-14,116.48
2021-06-15,117.43
2021-06-16,114.21
2021-06-17,110.38
2021-06-18,109.23
2021-06-21,110.61
2021-06-22,111.23
2021-06-23,110.01
2021-06-24,111.32
2021-06-25,116.53
2021-06-28,118.4
2021-06-29,117.25
2021-06-30,116.66
2021-07-01,116.36
2021-07-02,113.6
2021-07-05,115.68
2021-07-06,116.72
2021-07-07,121.86
2021-07-08,118.97
2021-07-09,123.93
2021-07-12,122.69
2021-07-13,122.88
2021-07-14,124.47
2021-07-15,125.6
2021-07-16,127.85
2021-07-19,126.64
2021-07-20,123.33
2021-07-22,127.3
2021-07-23,128.14
2021-07-26,129.79
2021-07-27,133.07
2021-07-28,136.5
2021-07-29,145.86
2021-07-30,143.43
2021-08-02,141.01
2021-08-03,140.72
2021-08-04,141.62
2021-08-05,144.66
2021-08-06,142.88
2021-08-09,141.22
2021-08-10,137.36
2021-08-11,142.62
2021-08-12,143.54
2021-08-13,146.16
2021-08-16,151.94
2021-08-17,150.37
2021-08-18,150.04
2021-08-20,137.56
2021-08-23,135.87
2021-08-24,140.46
2021-08-25,139.02
2021-08-26,137.51
2021-08-27,138.41
2021-08-30,144.06
2021-08-31,145.02
2021-09-01,141.12
2021-09-02,142.51
2021-09-03,144.37
2021-09-06,143.7
2021-09-07,142.87
2021-09-08,142.99
2021-09-09,144.7
2021-09-13,146.35
2021-09-14,145.23
2021-09-15,145.51
2021-09-16,143.68
2021-09-17,138.59
2021-09-20,125.31
2021-09-21,129.22
2021-09-22,130.58
2021-09-23,131.87
2021-09-24,127.21
2021-09-27,127.05
2021-09-28,128.1
2021-09-29,129.55
2021-09-30,128.89
2021-10-01,129.79
2021-10-04,132.41
2021-10-05,131.68
2021-10-06,127.99
2021-10-07,128.92
2021-10-08,130.12
2021-10-11,131.32
2021-10-12,132.91
2021-10-13,135.43
2021-10-14,137.51
2021-10-18,141.1
2021-10-19,136.69
2021-10-20,134.33
2021-10-21,131.47
2021-10-22,129.63
2021-10-25,129.33
2021-10-26,134.37
2021-10-27,132.62
2021-10-28,129.96
2021-10-29,131.6
2021-11-01,136.49
2021-11-02,131.37
2021-11-03,132.6
2021-11-04,132.59
2021-11-08,134.32
2021-11-09,133.6
2021-11-10,129.85
2021-11-11,129.96
2021-11-12,128.73
2021-11-15,124.54
2021-11-16,122.88
2021-11-17,122.0
2021-11-18,118.66
2021-11-22,116.5
2021-11-23,119.21
2021-11-24,117.85
2021-11-25,117.36
2021-11-26,111.23
2021-11-29,111.47
2021-11-30,107.12
2021-12-01,108.25
2021-12-02,111.24
2021-12-03,111.8
2021-12-06,110.88
2021-12-07,114.88
2021-12-08,117.3
2021-12-09,117.68
2021-12-10,118.0
2021-12-13,116.53
2021-12-14,116.72
2021-12-15,115.4
2021-12-16,115.32
2021-12-17,113.21
2021-12-20,107.29
2021-12-21,110.51
2021-12-22,112.89
2021-12-23,112.76
2021-12-24,111.54
2021-12-27,112.18
2021-12-28,112.75
2021-12-29,111.63
2021-12-30,110.1
2021-12-31,111.14
2022-01-03,114.25
2022-01-04,114.88
2022-01-05,117.76
2022-01-06,116.32
2022-01-07,116.04
2022-01-10,116.9
2022-01-11,113.03
2022-01-12,114.72
2022-01-13,122.11
2022-01-14,121.36
2022-01-17,122.97
2022-01-18,119.49
2022-01-19,120.96
2022-01-20,120.67
2022-01-21,116.97
2022-01-24,109.92
2022-01-25,110.91
2022-01-27,108.83
2022-01-28,108.46
2022-01-31,108.56
2022-02-01,116.74
2022-02-02,116.75
2022-02-03,116.66
2022-02-04,117.63
2022-02-07,118.3
2022-02-08,121.96
2022-02-09,122.24
2022-02-10,124.83
2022-02-11,125.44
2022-02-14,118.68
2022-02-15,120.78
2022-02-16,119.18
2022-02-17,119.1
2022-02-18,119.08
2022-02-21,118.18
2022-02-22,113.87
2022-02-23,113.9
2022-02-24,107.4
2022-02-25,114.54
2022-02-28,122.07
2022-03-02,128.93
2022-03-03,130.33
2022-03-04,127.71
2022-03-07,129.19
2022-03-08,126.95
2022-03-09,125.54
2022-03-10,130.87
2022-03-11,130.17
2022-03-14,129.7
2022-03-15,123.38
2022-03-16,126.53
2022-03-17,130.35
2022-03-21,130.29
2022-03-22,130.2
2022-03-23,133.1
2022-03-24,135.05
2022-03-25,133.9
2022-03-28,133.9
2022-03-29,133.46
2022-03-30,130.8
2022-03-31,130.72
2022-04-01,131.71
2022-04-04,134.19
2022-04-05,134.49
2022-04-06,137.07
2022-04-07,134.95
2022-04-08,137.07
2022-04-11,135.79
2022-04-12,132.02
2022-04-13,131.95
2022-04-18,133.91
2022-04-19,132.66
2022-04-20,131.43
2022-04-21,130.21
2022-04-22,127.75
2022-04-25,122.04
2022-04-26,123.36
2022-04-27,124.67
2022-04-28,126.08
2022-04-29,127.11
2022-05-02,129.52
2022-05-04,126.14
2022-05-05,128.43
2022-05-06,128.37
2022-05-09,125.22
2022-05-10,116.49
2022-05-11,116.57
2022-05-12,111.77
2022-05-13,109.7
2022-05-16,110.35
2022-05-17,118.87
2022-05-18,118.03
2022-05-19,112.21
2022-05-20,117.06
2022-05-23,102.29
2022-05-24,100.64
2022-05-25,99.91
2022-05-26,105.2
2022-05-27,104.35
2022-05-30,104.75
2022-05-31,105.57
2022-06-01,106.36
2022-06-02,108.15
2022-06-03,106.73
2022-06-06,107.81
2022-06-07,106.85
2022-06-08,108.68
2022-06-09,104.49
2022-06-10,102.37
2022-06-13,99.19
2022-06-14,99.61
2022-06-15,95.96
2022-06-16,90.17
2022-06-17,90.67
2022-06-20,86.14
2022-06-21,88.48
2022-06-22,83.81
2022-06-23,84.13
2022-06-24,85.29
2022-06-27,86.79
2022-06-28,87.89
2022-06-29,88.16
2022-06-30,86.71
2022-07-01,87.29
2022-07-04,85.46
2022-07-05,86.01
2022-07-06,85.82
2022-07-07,90.0
2022-07-08,88.59
2022-07-11,91.28
2022-07-12,90.21
2022-07-13,90.49
2022-07-14,90.8
2022-07-15,88.38
2022-07-18,90.43
2022-07-19,91.94
2022-07-20,92.85
2022-07-21,93.43
2022-07-22,93.61
2022-07-25,96.07
2022-07-26,94.95
2022-07-27,95.94
2022-07-28,100.35
2022-07-29,107.6
2022-08-01,108.25
2022-08-02,107.0
2022-08-03,107.05
2022-08-04,107.7
2022-08-05,107.35
2022-08-08,107.2
2022-08-10,109.2
2022-08-11,109.1
2022-08-12,112.65
2022-08-16,113.0
2022-08-17,112.5
2022-08-18,112.55
2022-08-19,110.05
2022-08-22,105.05
2022-08-23,107.6
2022-08-24,106.55
2022-08-25,106.25
2022-08-26,107.35
2022-08-29,104.85
2022-08-30,108.3
2022-09-01,106.4
2022-09-02,105.5
2022-09-05,106.9
2022-09-06,108.6
2022-09-07,107.6
2022-09-08,105.85
2022-09-09,105.7
2022-09-12,107.75
2022-09-13,107.75
2022-09-14,109.15
2022-09-15,107.0
2022-09-16,105.7
2022-09-19,103.1
2022-09-20,105.8
2022-09-21,104.45
2022-09-22,103.6
2022-09-23,104.3
2022-09-26,99.85
2022-09-27,97.65
2022-09-28,95.2
2022-09-29,96.85
2022-09-30,99.3
2022-10-03,98.35
2022-10-04,101.15
2022-10-06,103.55
2022-10-07,103.3
2022-10-10,103.2
2022-10-11,100.35
2022-10-12,100.55
2022-10-13,100.1
2022-10-14,100.1
2022-10-17,99.55
2022-10-18,100.65
2022-10-19,100.05
2022-10-20,100.9
2022-10-21,100.2
2022-10-24,101.2
2022-10-25,101.2
2022-10-27,104.2
2022-10-28,101.6
2022-10-31,101.55
2022-11-01,101.2
2022-11-02,101.25
2022-11-03,102.0
2022-11-04,104.75
2022-11-07,106.7
2022-11-09,106.1
2022-11-10,104.7
2022-11-11,107.55
2022-11-14,108.7
2022-11-15,108.55
2022-11-16,106.55
2022-11-17,105.85
2022-11-18,105.5
2022-11-21,104.25
2022-11-22,105.2
2022-11-23,105.45
2022-11-24,105.5
2022-11-25,106.2
2022-11-28,104.9
2022-11-29,106.1
2022-11-30,107.65
2022-12-01,110.75
2022-12-02,112.0
2022-12-05,115.85
2022-12-06,112.95
2022-12-07,111.2
2022-12-08,111.85
2022-12-09,110.45
2022-12-12,111.7
2022-12-13,111.2
2022-12-14,113.05
2022-12-15,110.95
2022-12-16,111.05
2022-12-19,111.8
2022-12-20,110.95
2022-12-21,109.4
2022-12-22,107.65
2022-12-23,102.25
2022-12-26,105.0
2022-12-27,111.15
2022-12-28,110.0
2022-12-29,111.75
2022-12-30,112.65
2023-01-02,119.25
2023-01-03,118.45
2023-01-04,115.75
2023-01-05,116.55
2023-01-06,115.65
2023-01-09,117.55
2023-01-10,118.85
2023-01-11,118.85
2023-01-12,118.1
2023-01-13,120.45
2023-01-16,119.95
2023-01-17,119.35
2023-01-18,122.45
2023-01-19,123.55
2023-01-20,122.95
2023-01-23,122.0
2023-01-24,120.4
2023-01-25,121.0
2023-01-27,120.65
2023-01-30,118.75
2023-01-31,119.7
2023-02-01,122.05
2023-02-02,119.95
2023-02-03,120.35
2023-02-06,117.45
2023-02-07,111.45
2023-02-08,111.45
2023-02-09,111.25
2023-02-10,108.8
2023-02-13,108.75
2023-02-14,109.25
2023-02-15,110.3
2023-02-16,112.0
2023-02-17,112.25
2023-02-20,112.35
2023-02-21,113.15
2023-02-22,111.15
2023-02-23,112.05
2023-02-24,109.75
2023-02-27,106.1
2023-02-28,103.95
2023-03-01,105.5
2023-03-02,104.65
2023-03-03,107.0
2023-03-06,105.65
2023-03-08,106.5
2023-03-09,108.2
2023-03-10,108.1
2023-03-13,106.8
2023-03-14,106.4
2023-03-15,108.65
2023-03-16,105.05
2023-03-17,107.0
2023-03-20,104.5
2023-03-21,104.75
2023-03-22,104.8
2023-03-23,104.9
2023-03-24,102.1
2023-03-27,102.3
2023-03-28,102.5
2023-03-29,103.6
2023-03-31,104.5
2023-04-03,104.1
2023-04-05,104.85
2023-04-06,104.35
2023-04-10,104.95
2023-04-11,107.55
2023-04-12,107.6
2023-04-13,107.5
2023-04-17,107.15
2023-04-18,107.6
2023-04-19,108.1
2023-04-20,108.0
2023-04-21,106.15
2023-04-24,106.5
2023-04-25,107.05
2023-04-26,106.85
2023-04-27,107.65
2023-04-28,107.95
2023-05-02,110.3
2023-05-03,109.7
2023-05-04,111.05
2023-05-05,108.65
2023-05-08,109.55
2023-05-09,109.55
2023-05-10,109.25
2023-05-11,108.55
2023-05-12,106.75
2023-05-15,107.7
2023-05-16,107.4
2023-05-17,106.0
2023-05-18,105.2
2023-05-19,104.65
2023-05-22,105.0
2023-05-23,105.6
2023-05-24,105.2
2023-05-25,104.85
2023-05-26,106.4
2023-05-29,108.45
2023-05-30,107.05
2023-05-31,105.8
2023-06-01,105.95
2023-06-02,108.0
2023-06-05,109.4
2023-06-06,109.0
2023-06-07,111.5
2023-06-08,111.15
2023-06-09,108.9
2023-06-12,109.5
2023-06-13,111.15
2023-06-14,113.8
2023-06-15,113.75
2023-06-16,114.25
2023-06-19,114.1
2023-06-20,114.25
2023-06-21,113.9
2023-06-22,111.1
2023-06-23,109.6
2023-06-26,109.85
2023-06-27,110.75
2023-06-28,111.55
2023-06-30,112.0
2023-07-03,113.1
2023-07-04,112.4
2023-07-05,112.95
2023-07-06,112.65
2023-07-07,111.6
2023-07-10,115.3
2023-07-11,115.15
2023-07-12,114.7
2023-07-13,114.85
2023-07-14,117.15
2023-07-17,117.75
2023-07-18,116.6
2023-07-19,116.7
2023-07-20,116.95
2023-07-21,116.6
2023-07-24,115.5
2023-07-25,119.25
2023-07-26,119.95
2023-07-27,119.8
2023-07-28,120.6
2023-07-31,123.15
2023-08-01,123.2
2023-08-02,118.95
2023-08-03,118.2
2023-08-04,119.0
2023-08-07,118.85
2023-08-08,118.15
2023-08-09,120.2
2023-08-10,120.0
2023-08-11,120.3
2023-08-14,118.15
2023-08-16,115.95
2023-08-17,116.05
2023-08-18,115.8
2023-08-21,116.9
2023-08-22,117.55
2023-08-23,118.95
2023-08-24,118.25
2023-08-25,116.9
2023-08-28,117.6
2023-08-29,119.55
2023-08-30,122.1
2023-08-31,122.9
2023-09-01,127.05
2023-09-04,131.75
2023-09-05,131.7
2023-09-06,129.6
2023-09-07,130.15
2023-09-08,129.5
2023-09-11,131.15
2023-09-12,129.0
2023-09-13,129.55
2023-09-14,131.7
2023-09-15,131.95
2023-09-18,130.45
2023-09-20,128.3
2023-09-21,127.8
2023-09-22,126.75
2023-09-25,127.4
2023-09-26,128.9
2023-09-27,128.15
2023-09-28,126.8
2023-09-29,128.9
2023-10-03,128.0
2023-10-04,125.3
2023-10-05,125.25
2023-10-06,125.9
2023-10-09,123.85
2023-10-10,125.3
2023-10-11,124.95
2023-10-12,125.9
2023-10-13,125.05
2023-10-16,127.0
2023-10-17,127.4
2023-10-18,127.1
2023-10-19,126.0
2023-10-20,123.1
2023-10-23,120.0
2023-10-25,121.35
2023-10-26,119.9
2023-10-27,119.9
2023-10-30,119.15
2023-10-31,118.75
2023-11-01,116.6
2023-11-02,118.1
2023-11-03,117.3
2023-11-06,119.4
2023-11-07,119.65
2023-11-08,119.05
2023-11-09,119.65
2023-11-10,120.05
2023-11-12,120.85
2023-11-13,121.0
2023-11-15,124.05
2023-11-16,124.7
2023-11-17,125.2
2023-11-20,124.35
2023-11-21,126.25
2023-11-22,126.1
2023-11-23,126.7
2023-11-24,125.95
2023-11-28,126.85
2023-11-29,127.75
2023-11-30,127.9
2023-12-01,130.0
2023-12-04,131.0
2023-12-05,131.6
2023-12-06,131.85
2023-12-07,130.0
2023-12-08,129.2
2023-12-11,130.05
2023-12-12,130.1
2023-12-13,131.4
2023-12-14,132.0
2023-12-15,136.45
2023-12-18,136.6
2023-12-19,135.4
2023-12-20,129.75
2023-12-21,131.0
2023-12-22,133.55
2023-12-26,135.2
2023-12-27,137.2
2023-12-28,138.15
2023-12-29,139.6
2024-01-01,139.85
2024-01-02,139.6
2024-01-03,135.35
2024-01-04,134.25
2024-01-05,133.65
2024-01-08,132.0
2024-01-09,133.65
2024-01-10,134.1
2024-01-11,134.9
2024-01-12,135.3
2024-01-15,134.9
2024-01-16,137.25
2024-01-17,131.65
2024-01-18,131.0
2024-01-19,134.25
2024-01-20,133.95
2024-01-23,130.1
2024-01-24,135.15
2024-01-25,133.75
2024-01-29,135.0
2024-01-30,134.7
2024-01-31,135.95
2024-02-01,134.8
2024-02-02,138.7
2024-02-05,141.55
2024-02-06,144.65
2024-02-07,144.4
2024-02-08,143.65
2024-02-09,141.3
2024-02-12,137.4
2024-02-13,137.85
2024-02-14,141.2
2024-02-15,141.2
2024-02-16,142.3
2024-02-19,141.95
2024-02-20,141.05
2024-02-21,143.9
2024-02-22,145.9
2024-02-23,145.45
2024-02-26,142.65
2024-02-27,144.2
2024-02-28,140.75
2024-02-29,140.85
2024-03-01,149.95
2024-03-02,155.25
2024-03-04,153.1
2024-03-05,151.85
2024-03-06,151.6
2024-03-07,157.25
2024-03-11,153.45
2024-03-12,152.5
2024-03-13,143.65
2024-03-14,142.45
2024-03-15,141.7
2024-03-18,149.7
2024-03-19,148.75
2024-03-20,145.65
2024-03-21,150.1
2024-03-22,151.8
2024-03-26,152.4
2024-03-27,152.7
2024-03-28,155.85
2024-04-01,163.15
2024-04-02,164.65
2024-04-03,163.65
2024-04-04,163.4
2024-04-05,163.35
2024-04-08,165.2
2024-04-09,166.0
